sensor_id;sensor_type;location;lat;lon;timestamp;temperature
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:00:59;2.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:03:25;2.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:05:52;2.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:08:19;2.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:10:45;2.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:13:12;2.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:15:38;2.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:18:05;2.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:20:32;2.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:22:58;2.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:25:25;2.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:27:51;2.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:30:20;2.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:32:47;1.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:35:14;2.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:37:41;1.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:40:09;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:42:36;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:45:04;2.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:47:31;2.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:49:58;2.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:52:25;2.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:54:51;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:57:18;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T00:59:44;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:02:11;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:04:38;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:07:04;1.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:09:31;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:11:57;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:14:24;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:16:51;1.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:19:20;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:21:47;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:24:14;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:26:41;1.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:29:09;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:31:35;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:34:02;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:36:29;1.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:38:56;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:41:22;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:43:49;0.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:46:16;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:48:42;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:51:09;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:53:36;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:56:06;1.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T01:58:32;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:00:59;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:03:26;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:06:02;1.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:08:38;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:14:19;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:16:48;1.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:19:25;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:22:13;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:27:47;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:30:15;2.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:32:42;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:35:11;1.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:37:39;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:40:10;1.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:42:38;1.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:45:11;1.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:47:39;1.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:50:10;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:52:54;1.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:55:24;1.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T02:57:53;2.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:00:29;2.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:06:26;2.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:08:58;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:11:29;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:14:10;0.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:16:42;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:19:19;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:21:49;0.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:24:20;0.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:26:51;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:29:20;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:31:46;0.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:34:13;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:36:41;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:39:11;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:41:40;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:44:12;0.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:46:41;0.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:49:08;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:51:35;0.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:54:02;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:56:29;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T03:58:56;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:01:22;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:03:49;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:06:16;0.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:08:42;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:11:09;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:13:35;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:16:02;0.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:18:28;0.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:20:55;0.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:23:21;0.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:25:48;0.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:28:15;0.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:30:41;0.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:33:09;0.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:35:35;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:38:03;1.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:40:29;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:42:56;0.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:45:22;0.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:47:49;0.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:50:16;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:52:42;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:55:09;0.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T04:57:36;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:00:05;0.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:02:32;0.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:04:58;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:07:25;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:09:51;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:12:18;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:14:44;0.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:17:11;0.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:19:37;0.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:22:04;0.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:24:30;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:26:57;0.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:29:23;0.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:31:50;0.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:34:20;0.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:36:46;0.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:39:13;0.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:41:39;0.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:44:10;-0.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:46:38;0.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:49:05;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:51:33;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:54:01;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:56:28;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T05:58:55;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:01:22;0.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:03:49;0.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:06:17;1.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:08:43;1.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:11:10;1.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:13:38;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:16:05;0.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:18:32;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:20:59;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:23:30;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:28:39;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:31:31;1.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:34:18;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:37:03;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:39:38;1.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:42:10;1.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:45:04;1.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:47:31;1.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:50:11;1.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:52:44;1.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:55:12;1.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T06:57:39;1.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:00:09;1.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:02:36;1.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:05:05;2.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:07:36;2.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:10:04;2.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:12:46;2.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:15:13;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:17:43;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:20:16;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:22:47;2.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:25:16;2.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:27:46;2.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:30:26;2.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:32:52;2.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:35:19;2.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:38:04;2.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:40:32;2.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:43:01;2.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:45:41;2.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:48:12;2.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:50:40;3.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:53:10;3.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:55:37;3.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T07:58:10;3.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:00:37;3.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:03:06;3.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:05:39;3.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:13:34;3.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:16:06;3.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:18:38;3.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:23:53;3.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:28:54;3.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:31:25;3.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:44:16;3.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:46:48;3.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:51:47;4.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T08:56:54;4.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:02:05;4.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:04:54;4.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:07:29;4.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:10:12;5.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:12:44;4.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:15:14;5.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:17:43;5.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:20:18;5.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:22:46;5.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:25:30;5.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:27:59;5.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:30:38;5.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:33:09;5.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:35:35;5.38
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:38:02;5.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:40:33;5.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:43:01;5.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:45:28;5.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:47:56;5.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:50:26;5.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:52:55;5.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:55:25;5.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T09:57:54;5.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:00:24;5.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:02:57;6.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:05:27;6.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:08:05;6.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:10:37;6.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:13:05;6.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:15:40;6.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:18:09;6.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:23:15;6.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:25:52;6.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:28:28;6.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:31:01;7.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:33:41;7.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:36:28;7.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:38:56;7.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:41:29;7.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:44:01;7.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:46:28;7.31
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:49:13;7.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:51:40;7.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:54:08;7.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:56:40;7.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T10:59:30;7.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:01:57;7.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:04:45;7.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:07:14;7.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:09:41;7.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:12:09;8.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:14:35;8.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:17:03;8.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:19:30;8.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:21:57;8.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:24:24;8.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:26:51;8.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:29:18;8.56
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:31:45;8.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:34:12;8.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:36:39;8.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:39:08;8.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:41:36;8.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:44:04;8.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:46:30;9.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:48:57;9.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:51:23;9.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:53:52;9.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:56:19;9.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T11:58:45;9.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:01:12;9.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:03:39;9.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:06:05;9.44
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:08:32;9.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:10:58;9.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:13:25;9.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:15:52;9.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:18:19;9.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:20:45;9.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:23:12;9.63
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:25:38;9.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:28:05;9.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:30:32;9.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:32:58;9.50
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:35:25;9.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:37:52;9.69
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:40:19;9.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:42:46;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:45:13;9.75
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:47:40;9.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:50:07;9.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:52:34;9.81
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:55:00;9.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:57:29;9.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T12:59:56;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:02:22;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:04:49;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:07:16;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:09:42;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:12:09;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:14:36;9.88
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:17:02;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:19:32;10.25
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:22:04;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:24:31;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:26:57;9.94
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:29:26;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:31:52;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:34:25;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:36:52;10.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:39:19;10.19
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:41:46;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:44:13;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:46:39;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:49:06;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:51:32;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:53:59;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:56:25;10.06
34404;DS18B20;23116;47.660;9.126;2021-03-03T13:58:52;10.13
34404;DS18B20;23116;47.660;9.126;2021-03-03T14:01:19;10.00
34404;DS18B20;23116;47.660;9.126;2021-03-03T14:03:45;9.94
