sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature
15803;BMP180;8003;52.512;13.448;2021-03-03T00:02:18;102676.00;;;11.50
15803;BMP180;8003;52.512;13.448;2021-03-03T00:04:45;102671.00;;;11.50
15803;BMP180;8003;52.512;13.448;2021-03-03T00:07:13;102678.00;;;11.40
15803;BMP180;8003;52.512;13.448;2021-03-03T00:09:41;102655.00;;;11.40
15803;BMP180;8003;52.512;13.448;2021-03-03T00:12:09;102651.00;;;11.40
15803;BMP180;8003;52.512;13.448;2021-03-03T00:14:36;102657.00;;;11.40
15803;BMP180;8003;52.512;13.448;2021-03-03T00:17:03;102646.00;;;11.30
15803;BMP180;8003;52.512;13.448;2021-03-03T00:19:30;102660.00;;;11.30
15803;BMP180;8003;52.512;13.448;2021-03-03T00:21:56;102664.00;;;11.30
15803;BMP180;8003;52.512;13.448;2021-03-03T00:24:23;102646.00;;;11.20
15803;BMP180;8003;52.512;13.448;2021-03-03T00:26:49;102604.00;;;11.20
15803;BMP180;8003;52.512;13.448;2021-03-03T00:29:16;102635.00;;;11.20
15803;BMP180;8003;52.512;13.448;2021-03-03T00:31:42;102669.00;;;11.20
15803;BMP180;8003;52.512;13.448;2021-03-03T00:34:09;102664.00;;;11.10
15803;BMP180;8003;52.512;13.448;2021-03-03T00:36:36;102657.00;;;11.10
15803;BMP180;8003;52.512;13.448;2021-03-03T00:39:03;102640.00;;;11.10
15803;BMP180;8003;52.512;13.448;2021-03-03T00:41:29;102655.00;;;11.10
15803;BMP180;8003;52.512;13.448;2021-03-03T00:43:56;102659.00;;;11.00
15803;BMP180;8003;52.512;13.448;2021-03-03T00:46:22;102658.00;;;11.00
15803;BMP180;8003;52.512;13.448;2021-03-03T00:48:49;102657.00;;;11.00
15803;BMP180;8003;52.512;13.448;2021-03-03T00:51:15;102659.00;;;10.90
15803;BMP180;8003;52.512;13.448;2021-03-03T00:53:45;102652.00;;;10.90
15803;BMP180;8003;52.512;13.448;2021-03-03T00:56:11;102655.00;;;10.80
15803;BMP180;8003;52.512;13.448;2021-03-03T00:58:41;102654.00;;;10.80
15803;BMP180;8003;52.512;13.448;2021-03-03T01:01:08;102667.00;;;10.80
15803;BMP180;8003;52.512;13.448;2021-03-03T01:03:35;102663.00;;;10.80
15803;BMP180;8003;52.512;13.448;2021-03-03T01:06:01;102660.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:08:27;102638.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:10:53;102652.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:13:20;102640.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:15:47;102627.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:18:14;102621.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:20:41;102632.00;;;10.70
15803;BMP180;8003;52.512;13.448;2021-03-03T01:23:09;102619.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:25:35;102599.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:28:01;102621.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:30:28;102609.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:32:54;102615.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:35:20;102626.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:37:47;102621.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:40:15;102615.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:42:42;102612.00;;;10.60
15803;BMP180;8003;52.512;13.448;2021-03-03T01:45:09;102613.00;;;10.60
