sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
37163;Laerm;23057;48.554;14.454;2021-03-03T00:00:15;43.71;40.62;63.67;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:02:46;43.36;40.62;44.80;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:05:17;43.50;40.62;64.25;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:07:48;43.23;40.45;44.80;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:10:19;43.37;40.71;45.80;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:12:50;43.41;41.22;45.07;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:15:21;43.62;41.14;46.43;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:17:52;43.39;40.89;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:20:23;43.41;41.06;44.97;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:22:54;43.47;41.14;44.83;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:25:26;43.50;40.98;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:27:56;43.27;40.98;44.62;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:30:27;43.34;40.80;44.69;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:32:58;43.35;40.98;44.87;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:35:29;43.29;41.14;44.83;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:38:00;43.38;41.38;45.04;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:40:31;43.41;41.06;44.87;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:43:02;43.29;41.14;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:45:33;43.08;40.71;44.73;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:48:05;42.91;40.13;44.47;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:50:36;43.04;40.13;44.47;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:53:12;43.42;41.14;44.87;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:55:52;43.35;40.89;45.20;;
37163;Laerm;23057;48.554;14.454;2021-03-03T00:58:24;43.19;40.23;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:00:55;42.92;39.92;47.24;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:03:25;42.96;40.53;50.37;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:05:56;50.95;40.98;67.79;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:08:27;43.17;40.13;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:10:58;43.32;40.71;44.83;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:13:29;49.72;41.30;67.43;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:16:01;47.83;41.06;66.85;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:18:32;43.49;41.14;46.10;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:21:03;43.28;40.71;46.05;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:23:34;43.23;40.62;50.24;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:26:05;51.57;41.46;67.03;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:28:36;50.05;41.75;67.07;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:31:07;46.78;41.46;64.28;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:33:38;50.27;41.06;67.32;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:36:09;43.40;40.53;46.25;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:38:40;43.51;40.71;44.90;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:41:10;43.70;41.82;45.20;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:43:42;54.56;41.53;71.83;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:46:13;43.83;41.75;50.54;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:48:43;47.52;41.46;64.76;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:51:15;46.70;41.30;60.51;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:53:47;43.80;41.89;45.17;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:56:18;44.00;41.82;47.10;;
37163;Laerm;23057;48.554;14.454;2021-03-03T01:58:49;43.61;41.30;45.17;;
37163;Laerm;23057;48.554;14.454;2021-03-03T02:01:20;50.24;41.38;66.56;;
37163;Laerm;23057;48.554;14.454;2021-03-03T02:03:51;46.26;41.61;59.26;;
37163;Laerm;23057;48.554;14.454;2021-03-03T02:06:45;46.03;41.53;63.79;;
37163;Laerm;23057;48.554;14.454;2021-03-03T02:09:39;49.10;42.35;64.93;;
37163;Laerm;23057;48.554;14.454;2021-03-03T02:12:40;44.19;42.65;45.83;;
