sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:02:13;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:07:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:12:13;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:17:13;12;;12;11;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:22:14;14;;14;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:27:13;13;;12;11;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:32:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:37:13;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:42:14;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:47:13;14;;14;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:52:14;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T00:57:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:02:13;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:07:15;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:12:14;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:17:14;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:22:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:27:13;15;;14;13;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:32:17;14;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:37:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:42:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:47:14;13;;13;12;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-03T01:52:14;13;;13;12;;;;;;
