sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:01:55;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:08:01;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:11:58;6;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:16:59;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:22:01;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:27:01;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:32:03;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:37:36;6;;6;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:42:05;6;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:47:06;5;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:53:11;6;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T00:57:09;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:02:10;5;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:07:43;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:13:16;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:17:13;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:23:18;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:28:51;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:32:48;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:37:18;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:42:19;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:47:20;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:52:21;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T01:57:22;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:02:23;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:07:25;5;;5;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:12:27;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:17:28;5;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:22:32;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:27:29;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:32:31;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:37:32;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:42:33;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:47:34;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:53:07;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T02:57:36;5;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:04:13;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:08:11;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:12:40;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:17:42;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:22:42;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:27:43;5;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:32:44;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:38:49;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:42:47;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:47:48;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:52:51;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T03:59:58;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:02:51;4;;4;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:07:53;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:13:25;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:18:58;2;;2;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:24:31;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:27:57;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:32:58;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:37:59;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:43:01;3;;2;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:48:02;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:53:03;2;;2;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T04:59:40;4;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T05:03:05;3;;3;;;;;;;
41187;SPS30;26921;46.33852690;13.56213751;2021-03-03T05:08:06;4;;3;;;;;;;
