sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3667;SDS011;24099;47.102;15.440;2021-03-29T00:00:34;17.23;;;10.45;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:03:04;21.20;;;9.77;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:05:32;17.20;;;10.38;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:08:06;18.85;;;9.80;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:10:37;14.23;;;9.38;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:13:06;17.45;;;9.90;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:15:35;19.13;;;10.43;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:18:08;17.88;;;10.00;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:20:38;13.45;;;9.75;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:23:07;14.70;;;9.77;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:25:37;20.38;;;10.13;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:28:04;21.35;;;10.35;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:30:32;17.25;;;10.90;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:33:02;18.08;;;10.32;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:35:36;21.17;;;11.07;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:38:06;17.95;;;10.18;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:40:36;17.90;;;10.27;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:43:11;19.17;;;10.63;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:45:40;14.60;;;9.15;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:48:09;16.73;;;10.10;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:50:41;18.55;;;10.43;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:53:13;19.00;;;11.50;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:55:43;18.55;;;10.80;;
3667;SDS011;24099;47.102;15.440;2021-03-29T00:58:13;19.17;;;11.40;;
