sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
17594;Laerm;8916;47.086;15.920;2021-03-03T00:00:35;49.62;48.40;50.70;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:03:03;49.63;48.48;50.75;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:05:32;49.61;48.40;50.62;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:08:00;49.62;48.45;50.80;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:10:29;49.62;48.54;50.85;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:12:57;49.62;48.54;50.80;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:15:26;49.62;48.28;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:17:54;49.60;48.57;50.74;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:20:23;49.59;48.51;50.67;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:22:51;49.57;48.45;50.48;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:25:19;49.58;48.40;50.65;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:27:47;49.58;48.48;50.85;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:30:17;49.58;48.55;50.92;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:32:46;49.59;48.46;50.51;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:35:15;49.58;48.52;50.53;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:37:43;49.59;48.57;50.67;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:40:12;49.58;48.45;50.60;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:42:41;49.58;48.49;50.74;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:45:10;49.59;48.61;50.78;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:47:38;49.57;48.46;50.70;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:50:12;49.57;48.55;50.62;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:52:48;49.57;48.39;50.57;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:55:16;49.57;48.60;50.79;;
17594;Laerm;8916;47.086;15.920;2021-03-03T00:57:45;49.58;48.61;50.62;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:00:34;49.58;48.55;50.71;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:03:36;49.58;48.45;50.79;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:06:40;49.58;48.58;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:09:11;49.58;48.52;50.56;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:11:45;49.58;48.44;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:14:14;49.57;48.51;50.73;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:16:42;49.57;48.51;50.90;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:19:20;49.57;48.41;50.60;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:21:49;49.56;48.40;50.79;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:24:17;49.57;48.45;50.56;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:26:45;49.56;48.40;50.77;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:29:14;49.57;48.49;50.75;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:31:42;49.55;48.49;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:34:10;49.57;48.42;50.71;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:36:38;49.57;48.45;50.84;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:39:07;49.56;48.57;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:41:36;49.55;48.51;50.72;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:44:04;49.57;48.43;50.59;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:46:33;49.57;48.46;50.67;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:49:01;49.57;48.32;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:51:29;49.56;48.36;50.61;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:53:58;49.55;48.41;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:56:28;49.56;48.58;50.71;;
17594;Laerm;8916;47.086;15.920;2021-03-03T01:58:56;49.57;48.36;50.67;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:01:24;49.57;48.39;50.54;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:03:53;49.57;48.40;50.50;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:06:27;49.57;48.45;50.65;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:09:03;49.58;48.26;50.50;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:11:42;49.58;48.55;50.59;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:14:15;49.58;48.39;50.73;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:16:44;49.58;48.31;50.60;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:19:19;49.58;48.43;50.70;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:22:10;49.58;48.00;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:24:46;49.58;48.31;50.69;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:27:18;49.57;48.46;50.65;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:29:49;49.57;48.57;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:32:19;49.57;48.46;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:34:49;49.58;48.48;50.65;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:37:18;49.57;48.45;50.57;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:39:48;49.56;48.57;50.69;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:42:18;49.57;48.26;50.75;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:44:48;49.57;48.43;50.74;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:47:18;49.57;48.43;50.62;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:49:47;49.57;48.49;50.60;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:52:16;49.58;48.29;50.91;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:54:44;49.56;48.39;50.68;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:57:13;49.58;48.51;50.64;;
17594;Laerm;8916;47.086;15.920;2021-03-03T02:59:46;49.57;48.45;50.58;;
17594;Laerm;8916;47.086;15.920;2021-03-03T03:02:15;49.56;48.45;50.79;;
17594;Laerm;8916;47.086;15.920;2021-03-03T03:04:46;49.57;48.40;50.64;;
