sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2;P0
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:04:05;93;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:06:32;104;85;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:09:00;102;94;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:11:28;101;91;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:13:55;107;94;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:16:23;102;87;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:18:51;96;88;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:21:18;102;93;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:23:45;98;86;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:26:13;94;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:28:41;91;78;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:31:08;88;84;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:33:36;107;89;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:36:04;94;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:38:32;94;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:41:00;99;79;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:43:28;100;87;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:45:55;101;88;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:48:23;103;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:50:51;105;94;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:53:19;100;96;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:55:49;106;94;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T00:58:18;106;85;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:00:46;115;95;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:03:14;112;92;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:05:42;109;93;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:08:10;93;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:10:38;109;92;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:13:06;96;89;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:15:34;101;90;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:18:02;95;86;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:20:30;102;86;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:22:59;96;83;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:25:26;82;76;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:27:54;91;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:30:23;92;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:32:51;90;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:35:19;92;81;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:37:47;91;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:40:14;87;75;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:42:42;88;82;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:45:11;92;83;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:47:39;97;79;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:50:07;86;75;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:52:37;96;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:55:07;82;73;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T01:57:36;89;79;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:00:05;88;74;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:02:34;92;79;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:05:02;92;80;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:07:36;91;77;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:10:14;83;74;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:12:50;86;74;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:15:23;90;82;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:17:53;84;71;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:20:23;84;77;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:22:58;87;76;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:25:38;93;83;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:28:08;82;76;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:30:40;91;82;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:33:13;89;76;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:35:44;80;73;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:38:12;94;79;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:40:41;86;75;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:43:12;88;70;
44993;PMS5003;30728;48.20971800;16.30911950;2021-03-03T02:45:41;76;71;
