sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
37223;Laerm;28026;48.562;14.440;2021-03-03T00:00:11;39.08;34.69;42.65;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:02:43;39.22;35.31;42.16;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:05:14;39.40;35.04;44.31;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:07:45;38.94;34.31;42.71;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:10:16;38.98;34.69;41.68;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:12:47;39.00;33.90;41.82;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:15:18;38.34;32.35;41.33;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:17:49;37.60;31.68;40.62;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:20:20;37.44;32.35;40.89;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:22:51;37.67;32.93;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:25:24;37.66;31.68;41.14;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:27:55;37.96;33.90;46.94;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:30:25;38.42;33.90;41.46;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:32:56;37.91;33.90;41.14;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:35:28;37.72;32.35;42.76;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:37:59;37.88;32.93;42.69;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:40:30;38.02;31.68;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:43:01;38.07;33.90;43.60;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:45:32;38.21;34.31;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:48:04;38.51;33.90;41.68;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:50:35;38.46;33.90;48.92;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:53:11;38.37;34.31;44.65;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:55:42;38.33;33.44;41.46;;
37223;Laerm;28026;48.562;14.440;2021-03-03T00:58:20;38.14;34.31;42.19;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:00:51;38.26;32.93;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:03:22;39.22;34.69;45.69;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:05:53;39.28;35.36;48.26;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:08:23;38.34;33.09;53.34;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:10:54;38.48;33.90;45.20;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:13:25;39.06;33.90;44.03;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:15:56;38.74;34.31;65.02;;
37223;Laerm;28026;48.562;14.440;2021-03-03T01:18:27;38.10;33.90;58.84;;
