sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
37223;Laerm;28026;48.562;14.440;2021-03-02T00:01:34;37.47;31.68;41.30;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:04:06;37.10;30.89;40.33;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:06:38;36.92;31.68;40.53;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:09:10;37.12;31.68;39.92;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:11:41;37.19;31.68;40.43;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:14:12;36.93;31.68;39.58;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:16:55;36.92;31.68;39.58;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:19:58;36.98;30.89;43.54;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:23:00;37.16;32.35;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:25:40;38.48;31.68;43.39;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:28:13;37.79;32.35;45.07;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:30:49;37.04;31.68;43.04;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:33:24;37.15;31.68;39.89;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:35:55;37.46;33.44;41.68;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:38:26;37.20;32.35;40.03;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:40:57;37.43;32.93;42.53;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:43:28;37.66;32.93;42.76;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:45:59;37.35;33.44;40.23;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:48:30;37.09;32.93;44.39;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:51:02;37.13;31.68;40.23;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:53:33;36.93;31.68;39.70;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:56:05;36.87;30.89;39.81;;
37223;Laerm;28026;48.562;14.440;2021-03-02T00:58:36;36.92;31.68;39.58;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:01:07;37.05;32.35;40.23;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:03:38;37.71;32.93;44.11;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:06:09;37.19;31.33;42.41;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:08:40;37.32;32.35;46.55;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:11:11;37.54;31.33;43.99;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:13:42;37.13;32.35;40.03;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:16:13;37.76;32.35;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:18:44;38.06;31.68;40.98;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:21:15;37.70;32.35;40.98;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:23:47;38.37;33.44;41.46;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:26:17;38.33;34.31;41.96;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:28:49;37.56;33.44;42.74;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:31:20;38.15;33.90;41.22;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:33:51;37.89;31.68;41.82;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:36:22;38.02;33.44;41.46;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:38:53;39.38;34.69;43.49;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:41:24;38.26;33.90;43.24;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:43:55;38.08;32.35;42.93;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:46:26;37.59;32.93;45.27;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:48:57;37.52;31.68;40.80;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:51:28;38.66;32.93;57.88;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:53:59;38.43;33.55;43.39;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:56:31;37.70;33.09;53.49;;
37223;Laerm;28026;48.562;14.440;2021-03-02T01:59:02;37.60;32.35;46.45;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:01:35;37.60;32.58;42.03;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:04:26;37.89;33.44;43.19;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:07:16;38.11;32.93;44.83;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:10:07;38.28;32.35;45.48;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:12:51;38.39;33.90;45.20;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:15:33;38.50;33.90;48.28;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:18:23;38.33;33.90;42.22;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:26:54;38.36;32.35;41.30;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:29:32;38.93;34.69;44.65;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:32:07;38.34;32.93;41.61;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:34:42;38.69;33.90;42.41;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:37:18;39.63;33.44;44.01;;
37223;Laerm;28026;48.562;14.440;2021-03-02T02:39:54;38.17;34.31;42.59;;
