sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
37163;Laerm;23057;48.554;14.454;2021-03-02T00:01:36;42.23;38.81;44.94;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:04:07;41.93;37.32;50.29;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:06:39;41.49;37.52;43.39;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:09:11;41.77;38.67;43.63;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:11:44;42.79;38.81;46.43;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:14:17;42.45;38.81;59.72;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:16:56;41.91;38.52;44.31;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:20:17;41.98;38.21;43.94;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:23:07;42.97;39.21;47.81;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:25:49;56.42;38.67;72.03;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:28:26;41.84;38.05;43.81;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:30:58;41.64;38.52;43.63;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:33:30;41.77;37.88;44.07;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:36:03;41.88;38.21;46.82;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:38:34;41.84;37.52;44.19;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:41:05;42.38;38.37;53.55;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:43:36;43.33;38.95;49.20;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:46:07;42.57;37.70;51.50;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:48:38;41.53;37.88;43.68;;
37163;Laerm;23057;48.554;14.454;2021-03-02T00:51:09;42.64;38.52;52.33;;
