sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:02:15;46.33;;;22.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:04:43;80.18;;;30.35;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:07:12;61.53;;;26.90;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:09:39;44.15;;;22.33;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:12:06;47.78;;;22.15;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:14:34;43.80;;;22.98;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:17:02;41.70;;;21.83;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:19:37;46.22;;;22.73;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:22:22;45.00;;;21.35;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:24:58;49.03;;;22.20;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:27:29;45.25;;;22.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:29:55;44.40;;;22.25;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:32:22;45.97;;;21.65;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:34:48;43.08;;;22.17;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:37:15;41.78;;;20.80;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:39:42;41.55;;;21.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:42:08;46.25;;;22.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:44:34;45.50;;;22.88;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:47:00;51.63;;;24.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:49:26;45.55;;;23.95;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:51:53;46.00;;;21.17;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:54:18;47.80;;;21.60;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:56:45;46.67;;;22.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T00:59:11;45.90;;;23.38;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:01:37;42.40;;;21.60;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:04:03;44.80;;;22.02;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:06:30;45.22;;;22.40;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:08:56;44.45;;;22.58;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:11:22;47.80;;;23.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:13:48;44.88;;;22.05;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:16:14;41.13;;;21.02;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:18:40;45.75;;;22.27;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:21:06;42.72;;;22.15;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:23:32;43.35;;;22.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:25:58;46.90;;;23.20;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:28:24;44.92;;;22.63;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:30:49;47.00;;;22.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:33:15;42.00;;;21.45;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:35:41;42.95;;;22.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:38:07;44.25;;;21.77;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:40:33;43.60;;;21.77;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:42:59;49.42;;;22.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:45:25;41.28;;;22.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:47:51;45.95;;;22.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:50:18;43.72;;;22.33;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:52:46;50.80;;;23.95;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:55:12;45.63;;;23.05;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T01:57:41;43.85;;;21.13;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:00:30;43.28;;;21.98;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:05:24;48.58;;;23.65;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:07:53;47.63;;;23.63;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:12:54;44.17;;;23.10;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:15:29;51.20;;;23.67;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:18:03;47.33;;;23.45;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:29:14;48.17;;;23.90;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:31:43;47.80;;;23.13;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:34:11;44.40;;;22.85;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:36:40;46.80;;;23.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:39:09;49.80;;;24.88;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:41:38;48.20;;;25.25;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:44:05;48.03;;;23.85;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:46:31;45.55;;;23.17;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:48:57;45.10;;;22.98;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:51:24;42.95;;;22.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:53:51;40.33;;;21.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:56:18;43.10;;;21.30;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T02:58:59;43.90;;;21.40;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:01:30;44.72;;;21.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:04:02;41.83;;;21.20;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:06:31;44.85;;;20.92;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:09:00;46.33;;;21.75;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:11:27;45.45;;;21.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:13:59;47.55;;;22.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:16:26;45.20;;;21.83;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:18:55;38.88;;;21.20;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:21:24;45.50;;;22.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:23:51;44.92;;;22.20;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:26:18;43.20;;;21.35;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:28:48;41.92;;;20.83;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:31:17;50.03;;;22.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:33:44;48.33;;;22.17;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:36:11;49.55;;;22.35;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:38:38;42.80;;;21.80;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:41:04;47.58;;;22.65;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:43:30;45.50;;;22.27;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:45:56;44.67;;;22.38;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:48:22;43.72;;;21.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:50:49;50.25;;;22.38;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:53:15;45.38;;;22.83;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:55:45;41.55;;;21.02;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T03:58:23;46.38;;;22.73;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:00:52;45.17;;;22.52;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:03:19;50.40;;;22.95;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:05:47;44.60;;;22.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:08:14;46.67;;;22.42;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:10:42;42.25;;;21.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:13:08;46.75;;;23.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:15:36;44.65;;;21.65;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:18:03;48.45;;;23.92;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:20:34;47.38;;;23.35;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:23:01;52.25;;;25.27;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:25:27;47.22;;;23.65;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:27:53;48.38;;;23.00;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:30:18;51.40;;;24.02;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:32:45;53.58;;;25.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:35:11;50.72;;;24.42;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:37:37;52.97;;;24.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:40:06;49.60;;;23.63;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:42:33;50.60;;;25.13;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:44:59;47.78;;;23.98;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:47:25;52.45;;;23.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:49:52;46.22;;;22.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:52:18;48.75;;;23.33;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:54:44;52.08;;;23.63;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:57:11;49.10;;;24.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T04:59:37;46.78;;;23.98;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:02:03;51.75;;;24.30;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:04:29;48.47;;;23.25;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:06:55;49.67;;;24.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:09:20;47.20;;;23.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:11:46;52.28;;;24.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:14:12;56.03;;;25.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:16:38;47.53;;;23.67;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:19:04;50.00;;;24.17;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:21:30;48.22;;;23.52;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:23:56;49.35;;;23.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:26:22;48.35;;;22.88;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:28:48;50.67;;;23.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:31:14;49.20;;;22.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:33:40;55.58;;;24.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:36:07;58.75;;;24.42;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:38:33;52.83;;;23.52;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:41:01;48.08;;;24.23;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:43:28;52.80;;;23.55;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:45:55;51.47;;;24.50;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:48:23;50.97;;;23.27;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:50:53;54.78;;;23.48;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:53:19;50.88;;;23.92;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:55:45;51.67;;;24.95;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T05:58:15;50.70;;;24.15;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T06:00:42;53.55;;;25.08;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T06:03:09;48.85;;;24.30;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T06:05:35;48.20;;;24.70;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T06:08:02;49.45;;;23.38;;
48548;SDS011;34463;48.21627916;16.38535738;2021-03-02T06:10:32;52.92;;;24.20;;
