sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
55217;BME280;41086;46.736;15.666;2021-03-02T00:02:08;100428.72;;;-0.18;91.24
55217;BME280;41086;46.736;15.666;2021-03-02T00:04:42;100420.91;;;-0.18;92.94
55217;BME280;41086;46.736;15.666;2021-03-02T00:07:11;100426.97;;;-0.16;92.45
55217;BME280;41086;46.736;15.666;2021-03-02T00:09:38;100419.16;;;-0.16;92.38
55217;BME280;41086;46.736;15.666;2021-03-02T00:12:24;100421.69;;;-0.35;91.67
55217;BME280;41086;46.736;15.666;2021-03-02T00:14:51;100411.84;;;-0.76;91.97
55217;BME280;41086;46.736;15.666;2021-03-02T00:17:56;100417.03;;;-0.77;93.48
55217;BME280;41086;46.736;15.666;2021-03-02T00:20:24;100413.63;;;-0.67;93.75
55217;BME280;41086;46.736;15.666;2021-03-02T00:25:27;100425.06;;;-0.47;93.91
55217;BME280;41086;46.736;15.666;2021-03-02T00:27:55;100427.66;;;-0.47;93.90
55217;BME280;41086;46.736;15.666;2021-03-02T00:30:22;100419.88;;;-0.45;93.78
55217;BME280;41086;46.736;15.666;2021-03-02T00:32:52;100426.78;;;-0.50;93.70
55217;BME280;41086;46.736;15.666;2021-03-02T00:35:19;100426.72;;;-0.59;93.44
55217;BME280;41086;46.736;15.666;2021-03-02T00:37:46;100429.25;;;-0.65;93.59
55217;BME280;41086;46.736;15.666;2021-03-02T00:40:16;100424.03;;;-0.65;93.61
55217;BME280;41086;46.736;15.666;2021-03-02T00:42:49;100426.66;;;-0.65;93.41
55217;BME280;41086;46.736;15.666;2021-03-02T00:45:16;100407.28;;;-1.00;92.77
55217;BME280;41086;46.736;15.666;2021-03-02T00:47:43;100422.66;;;-1.23;93.53
55217;BME280;41086;46.736;15.666;2021-03-02T00:50:10;100426.25;;;-1.12;95.22
55217;BME280;41086;46.736;15.666;2021-03-02T00:52:37;100417.66;;;-1.04;94.97
55217;BME280;41086;46.736;15.666;2021-03-02T00:55:05;100418.38;;;-1.18;94.04
55217;BME280;41086;46.736;15.666;2021-03-02T00:57:32;100420.81;;;-1.35;94.51
55217;BME280;41086;46.736;15.666;2021-03-02T00:59:59;100413.91;;;-1.31;95.27
55217;BME280;41086;46.736;15.666;2021-03-02T01:02:25;100416.72;;;-1.11;96.09
55217;BME280;41086;46.736;15.666;2021-03-02T01:04:53;100405.44;;;-1.13;95.73
55217;BME280;41086;46.736;15.666;2021-03-02T01:07:19;100414.97;;;-1.12;95.83
55217;BME280;41086;46.736;15.666;2021-03-02T01:09:46;100400.19;;;-1.19;95.80
55217;BME280;41086;46.736;15.666;2021-03-02T01:12:13;100401.97;;;-1.14;95.36
55217;BME280;41086;46.736;15.666;2021-03-02T01:14:43;100409.75;;;-1.12;95.24
55217;BME280;41086;46.736;15.666;2021-03-02T01:17:10;100402.88;;;-1.08;95.64
55217;BME280;41086;46.736;15.666;2021-03-02T01:19:37;100403.72;;;-1.11;95.34
55217;BME280;41086;46.736;15.666;2021-03-02T01:22:03;100405.41;;;-1.15;95.33
55217;BME280;41086;46.736;15.666;2021-03-02T01:24:30;100399.34;;;-1.15;95.45
55217;BME280;41086;46.736;15.666;2021-03-02T01:26:57;100388.75;;;-1.30;94.77
55217;BME280;41086;46.736;15.666;2021-03-02T01:29:23;100405.31;;;-1.27;94.55
55217;BME280;41086;46.736;15.666;2021-03-02T01:31:49;100394.81;;;-1.33;94.88
55217;BME280;41086;46.736;15.666;2021-03-02T01:34:16;100382.59;;;-1.43;95.02
55217;BME280;41086;46.736;15.666;2021-03-02T01:36:43;100397.34;;;-1.41;95.31
55217;BME280;41086;46.736;15.666;2021-03-02T01:39:09;100381.66;;;-1.47;94.93
55217;BME280;41086;46.736;15.666;2021-03-02T01:41:35;100387.75;;;-1.45;94.61
55217;BME280;41086;46.736;15.666;2021-03-02T01:44:02;100382.50;;;-1.49;94.84
55217;BME280;41086;46.736;15.666;2021-03-02T01:46:28;100389.47;;;-1.48;94.65
55217;BME280;41086;46.736;15.666;2021-03-02T01:48:56;100393.69;;;-1.58;94.44
55217;BME280;41086;46.736;15.666;2021-03-02T01:51:22;100390.09;;;-1.71;94.43
55217;BME280;41086;46.736;15.666;2021-03-02T01:53:49;100379.50;;;-1.86;94.32
55217;BME280;41086;46.736;15.666;2021-03-02T01:56:15;100394.38;;;-1.76;94.93
55217;BME280;41086;46.736;15.666;2021-03-02T01:58:41;100378.69;;;-1.82;95.19
55217;BME280;41086;46.736;15.666;2021-03-02T02:01:08;100389.97;;;-1.80;95.47
55217;BME280;41086;46.736;15.666;2021-03-02T02:03:40;100383.97;;;-1.76;96.98
55217;BME280;41086;46.736;15.666;2021-03-02T02:16:55;100388.38;;;-1.70;96.01
55217;BME280;41086;46.736;15.666;2021-03-02T02:24:40;100389.88;;;-1.88;96.57
55217;BME280;41086;46.736;15.666;2021-03-02T02:27:09;100383.56;;;-2.07;95.65
55217;BME280;41086;46.736;15.666;2021-03-02T02:29:36;100392.13;;;-2.15;96.30
55217;BME280;41086;46.736;15.666;2021-03-02T02:32:06;100387.72;;;-2.21;96.83
55217;BME280;41086;46.736;15.666;2021-03-02T02:34:36;100387.78;;;-2.16;97.90
55217;BME280;41086;46.736;15.666;2021-03-02T02:37:04;100382.75;;;-2.06;98.41
55217;BME280;41086;46.736;15.666;2021-03-02T02:39:33;100382.75;;;-2.04;98.00
55217;BME280;41086;46.736;15.666;2021-03-02T02:42:01;100381.00;;;-2.05;97.96
55217;BME280;41086;46.736;15.666;2021-03-02T02:44:29;100391.50;;;-1.97;98.52
55217;BME280;41086;46.736;15.666;2021-03-02T02:46:58;100381.09;;;-1.96;98.32
55217;BME280;41086;46.736;15.666;2021-03-02T02:49:26;100388.03;;;-1.98;98.32
55217;BME280;41086;46.736;15.666;2021-03-02T02:51:53;100365.38;;;-2.08;98.16
55217;BME280;41086;46.736;15.666;2021-03-02T02:54:21;100379.34;;;-1.98;97.98
55217;BME280;41086;46.736;15.666;2021-03-02T02:56:48;100386.22;;;-2.04;97.76
55217;BME280;41086;46.736;15.666;2021-03-02T02:59:21;100387.91;;;-2.09;97.43
55217;BME280;41086;46.736;15.666;2021-03-02T03:01:52;100386.97;;;-2.12;97.72
55217;BME280;41086;46.736;15.666;2021-03-02T03:04:23;100399.91;;;-2.15;97.65
55217;BME280;41086;46.736;15.666;2021-03-02T03:06:51;100393.00;;;-2.16;97.79
55217;BME280;41086;46.736;15.666;2021-03-02T03:09:21;100392.06;;;-2.21;97.44
55217;BME280;41086;46.736;15.666;2021-03-02T03:11:56;100387.56;;;-2.33;97.61
55217;BME280;41086;46.736;15.666;2021-03-02T03:14:45;100389.19;;;-2.40;97.78
55217;BME280;41086;46.736;15.666;2021-03-02T03:17:13;100378.72;;;-2.46;98.81
55217;BME280;41086;46.736;15.666;2021-03-02T03:19:42;100396.34;;;-2.25;99.04
55217;BME280;41086;46.736;15.666;2021-03-02T03:22:11;100395.50;;;-2.22;99.32
55217;BME280;41086;46.736;15.666;2021-03-02T03:24:39;100397.22;;;-2.23;98.85
55217;BME280;41086;46.736;15.666;2021-03-02T03:27:07;100394.53;;;-2.29;98.66
55217;BME280;41086;46.736;15.666;2021-03-02T03:29:34;100397.22;;;-2.23;99.30
55217;BME280;41086;46.736;15.666;2021-03-02T03:32:01;100389.50;;;-2.18;99.75
55217;BME280;41086;46.736;15.666;2021-03-02T03:34:29;100396.41;;;-2.17;99.57
55217;BME280;41086;46.736;15.666;2021-03-02T03:36:56;100393.84;;;-2.16;99.57
55217;BME280;41086;46.736;15.666;2021-03-02T03:39:22;100374.69;;;-2.24;99.58
55217;BME280;41086;46.736;15.666;2021-03-02T03:41:49;100377.25;;;-2.26;99.35
55217;BME280;41086;46.736;15.666;2021-03-02T03:44:16;100394.66;;;-2.20;99.46
55217;BME280;41086;46.736;15.666;2021-03-02T03:46:42;100392.91;;;-2.21;99.08
55217;BME280;41086;46.736;15.666;2021-03-02T03:49:09;100393.69;;;-2.28;98.66
55217;BME280;41086;46.736;15.666;2021-03-02T03:51:37;100400.47;;;-2.36;97.85
55217;BME280;41086;46.736;15.666;2021-03-02T03:54:06;100402.03;;;-2.51;97.86
55217;BME280;41086;46.736;15.666;2021-03-02T03:56:34;100394.09;;;-2.60;97.89
55217;BME280;41086;46.736;15.666;2021-03-02T03:59:03;100397.59;;;-2.58;98.75
55217;BME280;41086;46.736;15.666;2021-03-02T04:01:30;100398.63;;;-2.47;99.92
55217;BME280;41086;46.736;15.666;2021-03-02T04:03:57;100392.69;;;-2.38;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:06:24;100390.16;;;-2.33;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:08:50;100369.25;;;-2.42;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:11:17;100385.91;;;-2.27;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:13:43;100390.41;;;-2.16;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:16:09;100389.53;;;-2.15;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:18:36;100386.97;;;-2.12;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:21:03;100385.22;;;-2.13;100.00
55217;BME280;41086;46.736;15.666;2021-03-02T04:23:29;100393.84;;;-2.16;99.97
55217;BME280;41086;46.736;15.666;2021-03-02T04:25:56;100388.59;;;-2.20;99.66
55217;BME280;41086;46.736;15.666;2021-03-02T04:28:22;100395.41;;;-2.30;99.35
55217;BME280;41086;46.736;15.666;2021-03-02T04:30:48;100394.31;;;-2.45;98.72
55217;BME280;41086;46.736;15.666;2021-03-02T04:33:14;100398.44;;;-2.60;98.43
55217;BME280;41086;46.736;15.666;2021-03-02T04:35:41;100391.38;;;-2.68;98.71
55217;BME280;41086;46.736;15.666;2021-03-02T04:38:07;100397.44;;;-2.69;99.23
55217;BME280;41086;46.736;15.666;2021-03-02T04:40:35;100395.72;;;-2.68;99.27
55217;BME280;41086;46.736;15.666;2021-03-02T04:43:01;100400.91;;;-2.68;99.53
55217;BME280;41086;46.736;15.666;2021-03-02T04:45:47;100399.22;;;-2.64;99.72
55217;BME280;41086;46.736;15.666;2021-03-02T04:48:13;100397.53;;;-2.62;99.86
55217;BME280;41086;46.736;15.666;2021-03-02T04:50:40;100376.56;;;-2.75;99.45
55217;BME280;41086;46.736;15.666;2021-03-02T04:53:07;100392.28;;;-2.65;99.59
55217;BME280;41086;46.736;15.666;2021-03-02T04:55:33;100397.47;;;-2.65;99.46
55217;BME280;41086;46.736;15.666;2021-03-02T04:58:00;100404.41;;;-2.64;99.26
55217;BME280;41086;46.736;15.666;2021-03-02T05:00:26;100402.69;;;-2.65;99.53
55217;BME280;41086;46.736;15.666;2021-03-02T05:02:53;100402.56;;;-2.72;98.76
55217;BME280;41086;46.736;15.666;2021-03-02T05:05:19;100396.31;;;-2.84;98.25
55217;BME280;41086;46.736;15.666;2021-03-02T05:07:45;100397.00;;;-2.95;98.71
55217;BME280;41086;46.736;15.666;2021-03-02T05:10:12;100392.81;;;-2.86;99.63
55217;BME280;41086;46.736;15.666;2021-03-02T05:12:39;100398.09;;;-2.80;99.79
55217;BME280;41086;46.736;15.666;2021-03-02T05:15:05;100371.94;;;-2.96;99.45
55217;BME280;41086;46.736;15.666;2021-03-02T05:17:32;100388.44;;;-2.89;98.99
55217;BME280;41086;46.736;15.666;2021-03-02T05:19:58;100398.75;;;-2.95;98.92
55217;BME280;41086;46.736;15.666;2021-03-02T05:22:24;100396.94;;;-2.99;99.01
55217;BME280;41086;46.736;15.666;2021-03-02T05:24:51;100383.94;;;-3.01;99.09
55217;BME280;41086;46.736;15.666;2021-03-02T05:27:18;100390.88;;;-3.00;99.37
55217;BME280;41086;46.736;15.666;2021-03-02T05:29:44;100392.69;;;-2.96;99.28
