sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:01:56;95572.00;;;-0.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:05:59;95591.00;;;-0.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:10:07;95585.00;;;-0.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:14:36;95596.00;;;-0.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:18:45;95593.00;;;-0.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:23:25;95587.00;;;-0.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:28:32;95582.00;;;-0.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:32:37;95549.00;;;-0.60
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:36:39;95559.00;;;-0.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:40:46;95591.00;;;-0.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:44:48;95581.00;;;-0.80
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:48:50;95592.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:52:53;95584.00;;;-1.00
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T00:57:23;95598.00;;;-1.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:01:36;95590.00;;;-1.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:06:06;95584.00;;;-1.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:10:11;95559.00;;;-1.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:14:15;95570.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:18:17;95544.00;;;-1.00
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:22:20;95546.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:26:22;95540.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:30:25;95534.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:39:24;95522.00;;;-0.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:43:37;95539.00;;;-1.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:47:42;95516.00;;;-1.00
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:51:45;95513.00;;;-1.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T01:56:14;95533.00;;;-1.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:00:36;95502.00;;;-1.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:14:14;95525.00;;;-1.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:28:17;95525.00;;;-1.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:32:22;95494.00;;;-1.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:36:26;95505.00;;;-2.00
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:45:50;95522.00;;;-1.80
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T02:50:09;95507.00;;;-1.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:06:22;95509.00;;;-2.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:10:27;95479.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:14:30;95505.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:18:54;95491.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:22:58;95512.00;;;-2.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:27:01;95484.00;;;-2.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:31:04;95489.00;;;-2.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:35:08;95496.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:39:12;95474.00;;;-2.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:43:13;95494.00;;;-1.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:47:18;95484.00;;;-2.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:51:24;95510.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:55:34;95497.00;;;-2.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T03:59:43;95495.00;;;-2.60
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:03:46;95474.00;;;-2.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:07:49;95507.00;;;-2.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:12:20;95499.00;;;-2.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:16:22;95493.00;;;-2.90
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:20:25;95490.00;;;-2.80
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:24:34;95476.00;;;-2.70
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:33:37;95469.00;;;-2.60
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:37:42;95500.00;;;-2.50
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:41:46;95476.00;;;-2.40
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:45:48;95476.00;;;-2.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:49:50;95476.00;;;-2.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:53:52;95471.00;;;-2.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T04:57:54;95482.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:01:58;95492.00;;;-2.30
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:06:00;95503.00;;;-2.20
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:15:21;95510.00;;;-2.00
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:19:23;95497.00;;;-2.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:23:52;95531.00;;;-2.10
47352;BMP180;33096;48.54357463;15.38987964;2021-03-02T05:28:14;95533.00;;;-2.10
