sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
13074;DHT22;6603;47.066;15.396;2021-04-11T00:00:33;6.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:03:01;6.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:05:33;6.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:08:00;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:10:30;6.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:12:57;6.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:15:24;6.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:17:50;6.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:20:17;6.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:22:44;6.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:25:13;5.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:27:42;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:30:09;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:32:35;5.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:35:01;5.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:37:27;5.70;40.40
13074;DHT22;6603;47.066;15.396;2021-04-11T00:39:53;5.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:42:35;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:45:22;5.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T00:47:48;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:50:15;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:52:43;5.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:55:10;5.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T00:57:37;5.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:00:06;5.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:02:32;5.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:04:58;5.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:07:25;5.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:09:52;5.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:12:22;5.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:14:49;5.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:17:18;5.40;83.20
13074;DHT22;6603;47.066;15.396;2021-04-11T01:19:45;5.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:25:31;5.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:27:58;5.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:30:34;5.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:33:06;5.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:35:33;5.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:37:59;5.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:40:37;5.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:43:05;5.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:45:34;5.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:48:00;5.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:50:26;5.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:52:53;5.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T01:55:20;5.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T01:57:52;5.50;76.40
13074;DHT22;6603;47.066;15.396;2021-04-11T02:03:26;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:05:51;5.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:08:22;5.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:10:52;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:13:23;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:15:52;5.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:18:18;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:20:44;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:23:14;5.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:25:44;6.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:28:12;6.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:30:55;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:33:23;6.10;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:35:51;6.10;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:38:19;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:40:48;6.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:43:15;6.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:45:44;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:48:12;6.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:50:40;6.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:53:19;6.30;13.90
13074;DHT22;6603;47.066;15.396;2021-04-11T02:55:45;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T02:58:14;6.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:01:00;6.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:03:28;6.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:06:00;6.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:08:32;6.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:11:22;6.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:13:51;6.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:16:17;6.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:18:43;6.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:21:10;6.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:23:37;6.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:26:52;6.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:29:11;6.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:31:42;6.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:34:12;6.70;94.20
13074;DHT22;6603;47.066;15.396;2021-04-11T03:36:40;6.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:39:08;6.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:41:37;6.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:44:07;6.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:49:24;6.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:51:54;6.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:54:24;6.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T03:57:00;7.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T03:59:58;6.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T04:02:26;6.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T04:04:54;6.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T04:07:23;6.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T04:10:06;6.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T04:21:18;7.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T04:26:48;6.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T04:29:36;6.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T04:35:40;6.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T04:41:39;6.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T04:52:33;6.80;7.40
13074;DHT22;6603;47.066;15.396;2021-04-11T04:55:15;6.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T05:00:52;6.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:03:39;6.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T05:06:11;6.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:11:27;7.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:14:49;7.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T05:17:27;7.00;94.30
13074;DHT22;6603;47.066;15.396;2021-04-11T05:20:00;7.00;40.90
13074;DHT22;6603;47.066;15.396;2021-04-11T05:22:32;7.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:27:40;7.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T05:30:26;7.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:32:54;7.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:35:23;7.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:40:51;7.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:43:31;7.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:46:22;7.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:51:22;7.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:53:53;7.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:56:37;7.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T05:59:08;7.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:04:10;8.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:06:57;8.10;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:09:27;8.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:15:18;8.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:17:19;8.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:19:48;8.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:22:20;8.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:26:02;8.80;44.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:28:14;8.90;28.90
13074;DHT22;6603;47.066;15.396;2021-04-11T06:31:03;8.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:33:38;9.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:36:10;9.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:38:43;9.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:44:28;9.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:52:46;9.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:56:05;9.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T06:58:08;9.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T07:20:54;10.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T07:26:48;11.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T07:38:23;11.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T07:44:08;12.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T07:50:08;12.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T07:55:46;12.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T08:07:14;12.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T08:09:46;13.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T08:21:41;13.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T08:41:33;12.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:01:03;13.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:03:40;13.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:09:21;13.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:17:53;14.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:21:08;13.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:29:27;14.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T09:43:39;14.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T09:46:31;14.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T09:49:22;14.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:00:22;14.70;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:06:36;15.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:09:20;15.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:20:39;15.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:26:04;15.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:28:39;15.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:34:53;15.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:36:55;15.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:42:55;16.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T10:51:23;16.30;66.20
13074;DHT22;6603;47.066;15.396;2021-04-11T10:54:04;16.50;23.00
13074;DHT22;6603;47.066;15.396;2021-04-11T10:57:03;16.50;12.40
13074;DHT22;6603;47.066;15.396;2021-04-11T11:07:54;17.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T11:16:30;16.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T11:35:31;18.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T11:38:11;18.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T11:41:03;18.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T11:43:38;18.30;44.60
13074;DHT22;6603;47.066;15.396;2021-04-11T11:46:15;18.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T11:48:57;18.50;4.80
13074;DHT22;6603;47.066;15.396;2021-04-11T11:54:05;18.30;22.30
13074;DHT22;6603;47.066;15.396;2021-04-11T11:56:39;18.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:02:40;18.30;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:05:15;18.00;11.60
13074;DHT22;6603;47.066;15.396;2021-04-11T12:11:09;18.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:16:42;18.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:19:36;17.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:22:17;17.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:24:57;17.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T12:27:43;17.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T12:30:13;17.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T12:32:57;17.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:36:20;17.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:38:46;17.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:49:17;18.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:52:07;18.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:54:40;18.20;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T12:57:11;18.10;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:00:10;18.10;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:05:15;18.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:07:48;19.00;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:10:28;18.90;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:13:07;19.10;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:15:44;19.50;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:18:42;20.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:21:37;20.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:30:10;19.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:33:00;19.40;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:36:22;18.60;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:38:32;18.30;77.10
13074;DHT22;6603;47.066;15.396;2021-04-11T13:41:11;17.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T13:46:37;17.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:49:29;17.00;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T13:51:58;16.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:02:47;16.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:05:34;16.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:10:39;16.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:18:35;16.30;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:29:49;16.70;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:32:26;16.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T14:40:26;15.80;89.70
13074;DHT22;6603;47.066;15.396;2021-04-11T14:43:03;15.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T14:45:33;15.50;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T14:48:14;15.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T14:50:45;15.40;93.10
13074;DHT22;6603;47.066;15.396;2021-04-11T14:56:23;15.20;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T15:12:57;15.40;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T15:15:31;15.60;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T15:20:38;15.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T15:23:26;15.90;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T15:26:22;15.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T15:28:57;15.80;1.00
13074;DHT22;6603;47.066;15.396;2021-04-11T15:31:39;15.80;99.90
13074;DHT22;6603;47.066;15.396;2021-04-11T15:42:18;15.50;99.90
