sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:00:34;43.75;41.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:03:01;31.50;29.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:05:29;33.00;31.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:07:58;33.00;31.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:10:25;33.25;31.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:12:52;36.50;34.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:15:20;32.00;30.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:17:47;21.25;20.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:20:20;21.50;20.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:23:09;24.75;23.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:25:41;27.25;25.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:28:12;18.50;17.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:30:40;35.25;33.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:33:08;28.75;26.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:35:37;31.50;29.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:38:04;25.00;24.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:40:31;35.50;33.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:42:58;39.67;37.67
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:45:25;37.25;35.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:47:52;48.33;46.33
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:50:25;39.75;37.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:52:53;40.50;38.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:55:20;41.50;39.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T00:57:47;43.00;41.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:00:14;56.75;54.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:02:42;46.25;44.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:05:09;63.25;61.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:07:36;64.00;62.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:10:04;41.00;39.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:12:32;34.50;32.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:15:00;36.25;34.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:17:28;39.75;37.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:19:55;32.00;30.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:22:22;38.25;36.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:24:49;41.75;39.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:27:16;37.00;35.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:29:43;25.75;24.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:32:10;28.50;26.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:34:37;29.25;27.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:37:04;26.00;24.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:39:31;24.50;23.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:41:58;23.67;22.67
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:44:26;24.75;23.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:46:54;33.50;31.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:49:22;22.75;21.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:51:49;23.75;22.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:54:17;36.25;34.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:56:44;35.75;33.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T01:59:12;41.75;39.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:01:39;24.25;23.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:04:08;43.50;41.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:06:51;55.67;53.67
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:09:25;35.00;33.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:15:15;50.25;48.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:17:51;73.75;71.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:28:47;53.00;51.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:31:15;58.25;56.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:33:44;63.25;61.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:36:15;51.75;49.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:38:43;65.00;63.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:41:16;54.75;52.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:43:46;68.75;66.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:46:15;77.00;75.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:48:44;83.50;81.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:51:13;78.75;76.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:53:41;72.25;70.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:56:10;52.00;50.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T02:58:59;52.25;50.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:01:45;35.75;33.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:04:47;39.25;37.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:07:29;61.25;59.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:10:05;36.00;34.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:12:36;48.50;46.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:15:08;44.75;42.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:17:37;44.50;42.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:20:09;50.25;48.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:25:05;65.00;63.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:27:35;62.50;60.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:30:08;59.00;57.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:32:38;54.50;52.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:35:10;68.50;66.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:37:37;61.67;59.67
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:40:05;42.75;40.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:42:32;49.25;47.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:44:59;56.75;54.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:47:26;115.50;112.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:49:53;84.50;82.50
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:52:20;56.00;54.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:54:47;52.75;50.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:57:16;58.75;56.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T03:59:44;61.25;59.25
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:02:11;73.00;71.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:07:06;64.75;62.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:09:33;50.75;48.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:12:02;59.75;57.75
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:14:32;71.00;69.00
55770;HPM;41687;-33.234;-60.334;2021-03-02T04:16:59;77.00;75.00
