sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:01:43;47.57;46.45;48.60;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:06:00;47.48;46.28;48.54;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:10:14;47.42;46.33;48.39;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:14:29;47.51;46.35;48.84;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:18:55;47.63;46.59;48.69;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:23:36;47.65;46.38;48.78;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:27:54;47.65;46.55;48.90;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:32:10;47.64;46.48;48.57;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:36:25;47.68;46.48;48.76;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:40:39;47.71;46.64;48.78;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:44:54;47.71;46.64;48.84;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:49:09;47.65;46.30;48.70;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:53:23;47.70;46.43;48.73;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T00:57:38;47.78;46.66;48.77;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:01:53;47.82;46.73;48.98;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:06:07;47.86;46.71;48.88;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:10:22;47.88;46.80;49.02;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:14:37;47.89;46.89;48.87;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:18:52;47.92;46.78;49.15;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:23:07;48.01;46.93;49.04;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:27:22;48.03;46.89;49.16;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:31:36;48.04;46.84;49.08;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:35:52;48.05;47.04;49.15;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:40:12;48.02;47.02;49.00;;
57886;Laerm;2528;52.52590500;13.30785700;2021-03-02T01:44:29;47.91;46.82;48.88;;
