sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:01:00;24;;22;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:06:01;27;;26;23;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:11:01;37;;34;30;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:16:01;26;;24;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:21:03;27;;26;23;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:26:01;31;;29;25;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:31:00;28;;26;23;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:36:01;25;;23;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:41:00;28;;26;24;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:46:00;23;;22;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:51:01;25;;24;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T00:56:00;24;;23;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:01:01;25;;23;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:06:00;27;;25;22;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:11:01;25;;23;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:16:00;27;;25;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:21:00;32;;30;26;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:26:00;25;;23;21;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:31:01;25;;23;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:36:00;24;;23;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:41:01;24;;22;19;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:46:02;22;;21;19;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:51:01;25;;23;20;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T01:56:01;22;;21;18;;;;;;
53375;SPS30;39276;47.55128892;17.75286555;2021-03-02T02:01:03;22;;21;18;;;;;;
