sensor_id;sensor_type;location;lat;lon;timestamp;noise_LAeq;noise_LA_min;noise_LA_max;noise_LA01;noise_LA95
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:02:00;40.22;35.94;52.97;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:04:45;40.75;36.20;64.11;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:07:31;40.90;36.20;61.16;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:10:15;39.91;35.04;54.31;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:12:59;40.15;34.69;53.76;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:15:44;40.95;33.90;54.90;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:18:36;40.36;35.66;55.12;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:21:31;40.05;35.36;53.57;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:24:27;39.60;34.31;53.81;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:27:16;40.16;35.04;54.27;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:30:04;39.89;35.04;55.08;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:32:51;40.27;35.66;53.17;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:35:36;41.91;35.36;55.56;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:38:20;40.26;34.69;53.08;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:41:05;40.14;35.36;54.00;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:43:49;39.66;33.44;53.10;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:46:37;41.40;35.04;56.01;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:49:21;39.64;33.90;54.31;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:52:05;40.17;35.94;53.90;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:54:50;40.03;35.04;52.72;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T00:57:34;39.77;34.31;53.65;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T01:00:20;40.04;35.94;53.25;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T01:03:04;51.39;32.93;69.94;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T01:05:49;39.86;35.66;54.71;;
55767;Laerm;41685;50.07763760;14.44487250;2021-03-02T01:08:33;39.61;34.69;54.55;;
