sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2;P0
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:00:53;438.50;309.25;171.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:03:23;338.25;261.75;157.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:05:55;267.25;200.75;128.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:11:13;152.33;103.33;52.33
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:13:40;76.25;58.75;34.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:16:09;61.25;46.25;27.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:21:31;148.33;86.33;39.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:24:02;154.00;110.67;54.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:29:20;81.33;65.00;36.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:31:51;89.33;70.33;44.33
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:37:09;50.75;35.75;22.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:39:36;68.00;49.75;32.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:42:07;157.50;123.50;65.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:47:28;72.33;49.33;29.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:49:55;137.00;97.67;50.33
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:52:25;183.50;130.50;70.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:54:57;189.25;131.75;68.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T00:57:31;128.67;97.00;51.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:00:05;53.00;38.00;18.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:05:24;58.00;44.50;28.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:07:51;42.75;35.75;24.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:10:21;60.75;48.00;30.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:12:49;49.00;36.75;24.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:18:07;137.00;99.00;56.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:20:33;139.67;102.67;63.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:23:03;63.00;43.00;25.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:25:35;64.75;46.50;30.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:30:52;62.25;46.00;29.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:33:19;61.75;46.25;31.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:35:48;87.67;65.67;37.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:38:21;110.33;79.33;48.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:40:54;220.25;157.75;87.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:43:27;94.00;65.67;35.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:48:45;76.33;63.33;48.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:51:12;102.00;82.67;43.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:53:42;208.00;158.00;92.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T01:56:13;281.25;214.75;121.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:01:31;99.33;80.67;47.33
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:04:32;275.75;212.00;116.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:09:39;166.67;118.00;62.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:12:11;77.50;64.25;40.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:14:41;207.75;166.50;103.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:17:23;193.00;152.67;81.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:19:59;172.67;135.67;79.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:31:02;122.25;96.50;58.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:33:38;105.75;79.25;44.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:36:12;88.67;62.33;39.33
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:38:51;80.50;62.50;41.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:44:10;55.50;40.25;23.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:46:39;62.25;46.75;31.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:49:10;54.75;43.25;26.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:54:29;60.25;42.50;27.25
38739;PMS5003;24485;42.830;75.302;2021-03-02T02:56:56;73.75;52.25;34.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:02:22;399.67;252.00;119.67
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:04:55;57.00;43.00;28.00
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:07:33;67.25;49.75;28.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:10:07;50.75;40.00;26.75
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:12:39;139.75;101.75;48.50
38739;PMS5003;24485;42.830;75.302;2021-03-02T03:17:57;14.40;12.00;7.80
